date_reference;semaine_injection;Region_residence;Libelle_region;departement_residence;libelle_departement;population_insee;classe_age;libelle_classe_age;type_vaccin;effectif_1_inj;effectif_termine;effectif_cumu_1_inj;effectif_cumu_termine;taux_1_inj;taux_termine;taux_cumu_1_inj;taux_cumu_termine;date;Effectif_rappel;Effectif_cumu_rappel;Effectif_rappel_parmi_eligible;Effectif_eligible_au_rappel;TAUX_rappel;TAUX_CUMU_rappel;TAUX_CUMU_rappeleli
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX Moderna;90;240;9030;8540;0.001;0.002;0.082;0.078;2021-09-26;;;;730;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;VAXZEVRIA AstraZeneca;;;1710;170;;;0.016;0.002;2021-09-26;;;;960;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;JCOVDEN Janssen;;;350;350;;;0.003;0.003;2021-09-26;;;;230;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;NUVAXOVID Novavax;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;Tout vaccin;420;1250;93380;90090;0.004;0.011;0.852;0.822;2021-09-26;20;60;50;8630;0.0;0.001;0.006
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech;200;740;100860;102030;0.002;0.006;0.75;0.759;2021-09-26;;;;13320;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX Moderna;90;230;12320;11900;0.001;0.002;0.092;0.089;2021-09-26;;;;1360;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;VAXZEVRIA AstraZeneca;;;3900;600;;;0.029;0.004;2021-09-26;;;;1900;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;JCOVDEN Janssen;;;640;640;;;0.005;0.005;2021-09-26;;;;450;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;NUVAXOVID Novavax;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;Tout vaccin;290;970;117710;115160;0.002;0.007;0.876;0.857;2021-09-26;30;140;130;17040;0.0;0.001;0.008
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech;90;310;57240;57480;0.001;0.003;0.6;0.602;2021-09-26;;;;16450;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX Moderna;40;120;7150;7270;0.0;0.001;0.075;0.076;2021-09-26;;;;2060;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;VAXZEVRIA AstraZeneca;;;16440;15020;;;0.172;0.157;2021-09-26;;;;4320;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;JCOVDEN Janssen;;;4630;4640;;;0.048;0.049;2021-09-26;;;;3620;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;140;440;85460;84400;0.001;0.005;0.895;0.884;2021-09-26;170;480;440;26450;0.002;0.005;0.017
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;50;130;55390;55520;0.001;0.001;0.625;0.626;2021-09-26;;;;30770;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;30;60;6330;6420;0.0;0.001;0.071;0.072;2021-09-26;;;;3520;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;;18040;17130;;;0.204;0.193;2021-09-26;;;;4070;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;;;2470;2480;;;0.028;0.028;2021-09-26;;;;1930;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;80;190;82220;81540;0.001;0.002;0.928;0.92;2021-09-26;380;1340;1270;40300;0.004;0.015;0.031
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;70;130;66490;65910;0.001;0.002;0.765;0.758;2021-09-26;;;;52140;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;30;70;4820;4740;0.0;0.001;0.055;0.054;2021-09-26;;;;2990;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;VAXZEVRIA AstraZeneca;;;5040;4760;;;0.058;0.055;2021-09-26;;;;1200;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;JCOVDEN Janssen;;;1550;1550;;;0.018;0.018;2021-09-26;;;;1070;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;NUVAXOVID Novavax;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;Tout vaccin;100;210;77890;76960;0.001;0.002;0.896;0.885;2021-09-26;3230;9630;8890;57400;0.037;0.111;0.155
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech;1570;4400;436020;431260;0.002;0.006;0.63;0.623;2021-09-26;;;;120940;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX Moderna;330;940;44130;42870;0.0;0.001;0.064;0.062;2021-09-26;;;;10860;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;VAXZEVRIA AstraZeneca;;;45410;37720;;;0.066;0.055;2021-09-26;;;;12600;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;JCOVDEN Janssen;20;20;9770;9790;0.0;0.0;0.014;0.014;2021-09-26;;;;7360;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;NUVAXOVID Novavax;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-09-26;;;;;;;
2022-11-06;2021-38;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;Tout vaccin;1930;5370;535330;521630;0.003;0.008;0.774;0.754;2021-09-26;3830;11670;10790;151760;0.006;0.017;0.071
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech;;;40;10;;;0.0;0.0;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;JCOVDEN Janssen;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;Tout vaccin;;;40;20;;;0.001;0.0;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech;370;970;32610;30030;0.008;0.021;0.698;0.642;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX Moderna;50;110;980;780;0.001;0.002;0.021;0.017;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;JCOVDEN Janssen;;;30;30;;;0.001;0.001;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;Tout vaccin;420;1070;33620;30840;0.009;0.023;0.719;0.66;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech;150;360;41630;40590;0.003;0.007;0.847;0.826;2021-10-03;;;;2020;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX Moderna;30;80;3590;3400;0.001;0.002;0.073;0.069;2021-10-03;;;;220;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;VAXZEVRIA AstraZeneca;;;280;50;;;0.006;0.001;2021-10-03;;;;220;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;JCOVDEN Janssen;;;110;110;;;0.002;0.002;2021-10-03;;;;70;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;Tout vaccin;190;440;45620;44150;0.004;0.009;0.928;0.898;2021-10-03;;30;20;2520;;0.001;0.006
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech;320;780;82610;81810;0.003;0.007;0.754;0.746;2021-10-03;;;;7690;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX Moderna;90;180;9120;8720;0.001;0.002;0.083;0.08;2021-10-03;;;;810;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;VAXZEVRIA AstraZeneca;;;1710;170;;;0.016;0.002;2021-10-03;;;;1350;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;JCOVDEN Janssen;;;350;350;;;0.003;0.003;2021-10-03;;;;250;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;Tout vaccin;410;960;93790;91040;0.004;0.009;0.856;0.831;2021-10-03;20;80;60;10100;0.0;0.001;0.006
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech;200;550;101050;102570;0.001;0.004;0.752;0.763;2021-10-03;;;;14930;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX Moderna;90;210;12400;12110;0.001;0.002;0.092;0.09;2021-10-03;;;;1540;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;VAXZEVRIA AstraZeneca;;;3900;600;;;0.029;0.004;2021-10-03;;;;2710;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;JCOVDEN Janssen;;;640;640;;;0.005;0.005;2021-10-03;;;;500;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;Tout vaccin;280;760;117990;115930;0.002;0.006;0.878;0.862;2021-10-03;40;180;160;19680;0.0;0.001;0.008
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech;90;200;57330;57680;0.001;0.002;0.601;0.604;2021-10-03;;;;19840;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX Moderna;50;80;7200;7350;0.001;0.001;0.075;0.077;2021-10-03;;;;2540;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;VAXZEVRIA AstraZeneca;;;16440;15020;;;0.172;0.157;2021-10-03;;;;6080;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;JCOVDEN Janssen;;;4630;4640;;;0.048;0.049;2021-10-03;;;;3900;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;140;290;85600;84680;0.001;0.003;0.897;0.887;2021-10-03;170;660;610;32360;0.002;0.007;0.019
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;50;90;55430;55610;0.001;0.001;0.625;0.627;2021-10-03;;;;34190;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;30;50;6360;6470;0.0;0.001;0.072;0.073;2021-10-03;;;;3880;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;;18040;17130;;;0.204;0.193;2021-10-03;;;;6940;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;;;2470;2480;;;0.028;0.028;2021-10-03;;;;2080;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;80;140;82300;81680;0.001;0.002;0.929;0.922;2021-10-03;420;1760;1670;47090;0.005;0.02;0.035
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;50;90;66540;66000;0.001;0.001;0.765;0.759;2021-10-03;;;;53020;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;40;50;4860;4790;0.0;0.001;0.056;0.055;2021-10-03;;;;3040;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;VAXZEVRIA AstraZeneca;;;5040;4760;;;0.058;0.055;2021-10-03;;;;1880;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;JCOVDEN Janssen;;;1550;1550;;;0.018;0.018;2021-10-03;;;;1150;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-10-03;;;;;;;
2022-11-06;2021-39;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;NUVAXOVID Novavax;;;;;;;;;2021-10-03;;;;;;;
